customer,email,phone,region,country,product,category,price,quantity,total,payment_method,status,date
Joyce May,xlutz@example.com,(916)581-5679,Africa,Niue,Final,Sports,192.14,4,768.56,Credit Card,Completed,2026-01-15
Joseph Curtis,james45@example.net,(886)882-6323,Asia,Hong Kong,Thank,Clothing,370.62,7,2594.34,PayPal,Pending,2026-03-03
Mary Jackson,hcurtis@example.net,7816676114,North America,Kuwait,Talk,Electronics,286.16,7,2003.12,Credit Card,Completed,2026-04-05
Ms. Jamie Williams,lopezmatthew@example.com,377-456-3373,South America,Sierra Leone,Offer,Home,479.75,3,1439.25,Bank Transfer,Pending,2026-03-02
Andrew Ramirez,thomaspeterson@example.net,+1-436-522-6542x6865,Europe,Serbia,Since,Electronics,347.61,8,2780.88,Credit Card,Completed,2026-02-09
Richard Garner,louisnielsen@example.net,454.664.2110x4341,Europe,China,Weight,Home,336.86,2,673.72,Cash,Completed,2026-03-07
Anthony Kelley,wallacecatherine@example.org,677-274-4077,Asia,Korea,Drop,Sports,494.26,6,2965.56,PayPal,Pending,2026-03-16
Albert Porter,cynthiaholmes@example.net,896.388.8470x5557,South America,Cuba,Kitchen,Clothing,391.46,1,391.46,Cash,Pending,2026-02-23
John Holden,ahale@example.net,407-904-0455x44842,North America,Guyana,Six,Books,114.4,5,572.0,PayPal,Completed,2026-01-31
Ryan Thornton,hjohnson@example.net,218-608-9585x88234,North America,Bahrain,Machine,Home,200.17,7,1401.19,Bank Transfer,Completed,2026-01-31
Diane Newton,patricksmith@example.org,549.515.3842,North America,Cuba,Situation,Books,110.6,9,995.4,Cash,Pending,2026-02-16
Nichole Pena,donaldwalter@example.net,(976)311-4004,South America,Namibia,Road,Clothing,315.07,3,945.21,Cash,Cancelled,2026-01-10
Johnathan Jackson,xgibson@example.com,631.224.9191x781,Europe,Jamaica,Than,Sports,468.59,1,468.59,PayPal,Pending,2026-03-02
Catherine Thomas,kennethphillips@example.net,(293)310-2242,Europe,Honduras,Eye,Sports,382.84,4,1531.36,Credit Card,Cancelled,2026-02-11
Lisa Oneal,michael43@example.net,780-614-7389x742,Asia,Cape Verde,Nor,Books,103.96,1,103.96,PayPal,Pending,2026-01-11
Wendy Watson,brandon66@example.com,+1-673-341-3954x717,Europe,Christmas Island,Production,Electronics,448.54,4,1794.16,Credit Card,Completed,2026-02-16
Krystal Chapman,davidjames@example.net,(528)788-8750x28043,Asia,Saint Martin,Information,Electronics,391.57,8,3132.56,Cash,Pending,2026-04-01
Erin Wells,zross@example.org,001-448-632-6799,Africa,Philippines,Admit,Home,483.51,4,1934.04,PayPal,Cancelled,2026-04-05
Pamela Castro,jessica29@example.org,404.474.9584x01545,Asia,Taiwan,Reduce,Clothing,43.96,3,131.88,Bank Transfer,Cancelled,2026-03-14
Kim Miller,matthewbrennan@example.net,+1-977-336-6645x61362,Asia,North Macedonia,Financial,Sports,268.61,8,2148.88,Bank Transfer,Cancelled,2026-03-18
Donald Martin,sramirez@example.net,971.883.9415,Europe,Cameroon,Resource,Electronics,485.15,5,2425.75,PayPal,Cancelled,2026-03-06
Miguel Kennedy,whitemegan@example.org,740.201.9679x129,Asia,Nigeria,I,Home,136.02,4,544.08,Credit Card,Cancelled,2026-03-13
Krystal Kelly,kimberly02@example.net,293.448.9879,South America,Tokelau,Toward,Books,184.75,5,923.75,Bank Transfer,Pending,2026-03-12
Michael Carlson,nwells@example.net,916.485.3893x401,South America,Bolivia,Part,Electronics,150.14,1,150.14,Cash,Pending,2026-02-19
Emily White,hodgesjulian@example.net,+1-764-731-7299x17787,North America,Hungary,Performance,Books,413.39,10,4133.9,Credit Card,Cancelled,2026-04-05
Christopher Bell,qcarter@example.com,(701)980-8797x5893,South America,Oman,Help,Home,134.63,9,1211.67,Credit Card,Completed,2026-03-26
Deanna Avila,zbarnes@example.org,771.888.2374,South America,Bhutan,Trip,Books,483.36,9,4350.24,Bank Transfer,Pending,2026-03-28
Alicia Sanchez,pruittrichard@example.org,529-506-4435x31311,South America,Cote d'Ivoire,Late,Books,489.56,6,2937.36,Credit Card,Pending,2026-01-01
Natalie Li,karen81@example.com,5489651310,Asia,Guatemala,Add,Books,326.83,9,2941.47,Bank Transfer,Completed,2026-02-07
Kenneth Christensen,april90@example.com,930-746-4503x001,South America,Croatia,Music,Electronics,66.05,8,528.4,Cash,Cancelled,2026-04-05
Kaitlyn White,jacobmartinez@example.org,830-989-3033x5574,Africa,Central African Republic,Surface,Sports,144.53,1,144.53,Credit Card,Completed,2026-01-07
Levi Harris,ewilson@example.net,203.209.7318x5942,Europe,Northern Mariana Islands,Coach,Electronics,263.98,8,2111.84,Cash,Pending,2026-03-18
Brandi Henry,herrerapeggy@example.net,206-603-7878x872,North America,Holy See (Vatican City State),Maybe,Sports,463.01,2,926.02,Cash,Cancelled,2026-01-19
Breanna Thomas,gfinley@example.com,463.937.0609x0291,Europe,Lao People's Democratic Republic,Occur,Clothing,250.34,9,2253.06,Bank Transfer,Completed,2026-01-09
Elizabeth Hunt,ylowe@example.org,675-641-9694,Africa,El Salvador,Medical,Electronics,186.87,5,934.35,PayPal,Pending,2026-02-07
Laura Green,tinayork@example.net,683.284.9877x57621,Europe,Hong Kong,Radio,Electronics,149.82,5,749.1,Credit Card,Completed,2026-02-15
Pamela Taylor,denniscastillo@example.com,(681)334-8465x634,Europe,Cameroon,Western,Electronics,449.24,8,3593.92,Bank Transfer,Pending,2026-03-03
Courtney Dixon,morenokristen@example.net,001-885-492-3260,Europe,Holy See (Vatican City State),Side,Sports,232.99,10,2329.9,Bank Transfer,Cancelled,2026-04-02
Timothy Harris,sharon55@example.org,001-357-559-2769x01789,Asia,Tonga,Security,Home,225.07,8,1800.56,Cash,Cancelled,2026-03-01
April Arias,wesleyspence@example.net,(309)242-3525x738,North America,Botswana,Represent,Sports,65.55,6,393.3,Cash,Pending,2026-01-22
Christopher Berry,petersonerica@example.com,355-418-8380x6263,Europe,Dominica,Door,Clothing,431.66,3,1294.98,Credit Card,Pending,2026-02-20
William Robertson,brobertson@example.com,+1-415-575-7470,South America,Mauritius,Cup,Electronics,306.69,6,1840.14,Bank Transfer,Pending,2026-01-21
Lauren Kline,yhernandez@example.com,334-441-9073x558,Europe,Rwanda,Add,Home,93.72,2,187.44,Cash,Cancelled,2026-04-02
Janet Smith,waynecampbell@example.net,(216)691-4984x902,South America,Taiwan,Conference,Books,348.31,6,2089.86,Credit Card,Pending,2026-02-15
James Watts,vhouse@example.net,+1-768-664-8112x50305,Asia,Colombia,Serve,Electronics,217.09,2,434.18,PayPal,Cancelled,2026-03-31
Omar Thomas,joseph19@example.com,829.906.1575x181,Europe,Congo,Physical,Clothing,493.77,4,1975.08,Credit Card,Cancelled,2026-01-06
Maria Rollins,smithkathleen@example.net,+1-947-409-0070x5132,North America,Jamaica,Movie,Sports,426.07,2,852.14,Credit Card,Completed,2026-02-12
David Shepard,kevinmartinez@example.net,530.367.1417x811,Africa,Norfolk Island,Agree,Electronics,384.26,8,3074.08,Cash,Completed,2026-04-03
Barbara Taylor,gregorykayla@example.net,882-518-0634,Africa,Qatar,Arrive,Books,128.42,1,128.42,Cash,Cancelled,2026-01-31
Meghan Miller,harry87@example.com,(209)397-7727x66731,South America,Micronesia,While,Home,468.1,10,4681.0,PayPal,Completed,2026-02-17
Joe Perez,leejustin@example.org,+1-486-929-1250x6438,Asia,Botswana,Least,Clothing,117.12,6,702.72,Credit Card,Pending,2026-03-21
Andrew Clark,floydnicholas@example.com,(355)214-8975x90744,North America,Gabon,Study,Electronics,179.0,6,1074.0,PayPal,Completed,2026-03-22
Bryan Lloyd,brandonpatrick@example.org,(708)422-3443x00331,Africa,Montenegro,Letter,Home,408.11,4,1632.44,PayPal,Completed,2026-02-01
Amanda Mcdaniel,melody22@example.com,(530)726-4358x24207,Asia,Ireland,Good,Electronics,389.01,7,2723.07,Credit Card,Pending,2026-01-27
Elizabeth Leon,chad42@example.org,(584)788-5362x9389,Europe,Sri Lanka,Thank,Sports,322.31,5,1611.55,Bank Transfer,Pending,2026-03-11
Melanie Reynolds,yatesbenjamin@example.net,844-844-0660x4793,Africa,Aruba,Carry,Sports,50.06,7,350.42,Bank Transfer,Pending,2026-01-27
Kimberly Jones,timothymann@example.net,+1-506-234-5554x7711,South America,Andorra,Individual,Books,472.22,3,1416.66,Bank Transfer,Cancelled,2026-04-05
Justin Hoover,kayla01@example.org,001-998-483-9414x35877,South America,Syrian Arab Republic,Talk,Clothing,98.55,7,689.85,Bank Transfer,Completed,2026-02-27
Matthew Gutierrez,kramos@example.net,658-926-2834x94297,Africa,Albania,Away,Clothing,307.39,8,2459.12,Cash,Completed,2026-03-20
Albert Drake,kristen56@example.com,001-521-654-0027,Europe,Bosnia and Herzegovina,Close,Books,457.02,2,914.04,Bank Transfer,Cancelled,2026-02-28
Dennis Morrison,usmith@example.net,001-969-233-1722,Europe,South Africa,Day,Home,387.88,10,3878.8,Cash,Cancelled,2026-03-17
Michael Pruitt,ruben85@example.org,(217)880-4717x329,Europe,Belize,Customer,Clothing,230.39,9,2073.51,Credit Card,Cancelled,2026-03-14
Danielle Levine,elizabethmedina@example.net,001-575-933-2314x694,South America,Ethiopia,Indicate,Home,130.29,4,521.16,PayPal,Completed,2026-02-18
Lori Washington,klynn@example.org,(934)256-7048x37352,Africa,Barbados,Key,Home,326.33,9,2936.97,PayPal,Pending,2026-01-04
Mitchell Lee,amacdonald@example.net,001-504-896-8638,Europe,Svalbard & Jan Mayen Islands,Mean,Sports,185.36,5,926.8,Cash,Cancelled,2026-02-05
Nathan Kim,melissalucas@example.org,(671)510-0662,South America,Georgia,Recently,Sports,273.09,6,1638.54,PayPal,Cancelled,2026-03-11
Katherine Goodwin,uwolf@example.net,743-741-9925x006,Africa,Spain,Young,Clothing,366.15,2,732.3,PayPal,Completed,2026-04-03
Eric Kerr,wisewalter@example.net,370-283-7954x0456,Africa,Israel,Country,Books,149.71,4,598.84,Bank Transfer,Completed,2026-03-29
Travis Bender,ohughes@example.com,692.235.1072x188,Africa,Mali,West,Clothing,327.01,1,327.01,Bank Transfer,Cancelled,2026-03-03
Julia Waters,buckchristina@example.com,001-704-257-2710x4414,Africa,Yemen,Goal,Home,32.33,3,96.99,Cash,Pending,2026-01-30
Bailey Moss,ryanlopez@example.net,421-200-1949,Asia,Suriname,Treat,Clothing,476.88,4,1907.52,PayPal,Pending,2026-02-06
Hayden Boyer,jenny58@example.org,7324706803,Asia,Kenya,Real,Clothing,400.47,8,3203.76,PayPal,Cancelled,2026-01-20
Kevin Hensley,vdavis@example.net,+1-219-226-9312x695,North America,Zimbabwe,Window,Books,53.75,6,322.5,Bank Transfer,Cancelled,2026-04-03
Jamie Santana,grahamjessica@example.com,244.480.2135,Europe,Saint Kitts and Nevis,Effect,Clothing,195.28,8,1562.24,PayPal,Pending,2026-02-19
Shelia Crawford,douglasdrew@example.com,001-851-591-2153x10416,North America,Martinique,Word,Clothing,488.52,10,4885.2,Credit Card,Pending,2026-01-06
Jordan Wiley,rcooper@example.com,(590)937-1912x0784,Asia,Sweden,Responsibility,Electronics,83.63,2,167.26,Bank Transfer,Pending,2026-01-26
Laura Nguyen,mmoore@example.org,9897232260,Asia,Puerto Rico,Article,Books,214.08,7,1498.56,Credit Card,Cancelled,2026-03-19
Benjamin Young,zhaynes@example.org,001-344-844-0038,Europe,Bosnia and Herzegovina,Improve,Clothing,497.0,5,2485.0,Bank Transfer,Pending,2026-04-03
Terri Liu,lauranichols@example.com,(256)472-5445,South America,Liberia,Talk,Electronics,248.26,8,1986.08,Credit Card,Completed,2026-01-05
Elizabeth Flores,halljames@example.com,(895)641-4650x3922,North America,Dominica,Like,Books,291.17,4,1164.68,Cash,Cancelled,2026-03-04
Jose Nguyen,anthonycook@example.com,615-248-0604x39040,South America,Belarus,Despite,Home,388.47,8,3107.76,PayPal,Completed,2026-03-10
Richard Lynch,xsantana@example.org,+1-384-792-8668,South America,Croatia,Similar,Electronics,72.78,9,655.02,Bank Transfer,Cancelled,2026-01-14
Darrell Brown,joshua85@example.org,4725346823,Africa,Slovenia,Any,Clothing,295.32,3,885.96,Bank Transfer,Completed,2026-01-30
Mary Aguirre,williamfowler@example.com,500.455.7679x701,Europe,Mozambique,No,Home,236.45,1,236.45,Credit Card,Cancelled,2026-02-28
Jason Wilkerson,michael84@example.org,(437)585-6008x142,Europe,Philippines,Serve,Clothing,72.56,8,580.48,Bank Transfer,Completed,2026-01-18
Alyssa Jarvis,tyrone56@example.org,818-923-7896,Africa,Guadeloupe,Kid,Home,137.62,7,963.34,PayPal,Pending,2026-03-10
Glenn Ward,cassidy94@example.org,001-685-206-9374x2876,Europe,Burundi,Through,Electronics,262.58,6,1575.48,Cash,Completed,2026-03-26
Larry Martinez,stephensjohn@example.com,554-205-0506x086,North America,Mayotte,Sea,Home,163.65,4,654.6,Bank Transfer,Cancelled,2026-02-07
Nicole Brown,pbrewer@example.com,(805)884-0476x57835,Africa,Honduras,Good,Electronics,235.84,2,471.68,PayPal,Pending,2026-03-15
Jessica Evans,browngregory@example.org,001-530-765-0220x437,North America,Western Sahara,Three,Clothing,267.29,3,801.87,Cash,Cancelled,2026-01-01
Daniel Gonzales,byrdmichelle@example.org,4536787654,Africa,Madagascar,Deep,Home,392.86,10,3928.6,Credit Card,Completed,2026-03-27
Richard Park,christopher08@example.org,(737)340-7904x9284,South America,Equatorial Guinea,Song,Clothing,50.55,8,404.4,PayPal,Cancelled,2026-01-22
Melanie Hull,coreyvillarreal@example.com,(244)291-9730x4951,South America,Suriname,Star,Home,98.34,2,196.68,Credit Card,Cancelled,2026-04-02
Lisa Nelson,michaelcox@example.com,561-396-6053x885,Asia,Timor-Leste,Few,Clothing,86.92,4,347.68,Bank Transfer,Cancelled,2026-02-27
Scott Cruz,johnstewart@example.org,661.991.0492,Asia,Nepal,Product,Sports,316.74,1,316.74,Credit Card,Cancelled,2026-02-10
Robert Gibson,wernerjoshua@example.com,553-697-2356x18971,North America,Uzbekistan,Way,Sports,359.03,6,2154.18,Credit Card,Cancelled,2026-02-14
Helen Brown,gibsonjoseph@example.com,820.721.9638,North America,New Zealand,Focus,Clothing,309.87,9,2788.83,Credit Card,Cancelled,2026-01-04
Michelle Guzman,angelamorgan@example.net,+1-925-850-0035x168,Europe,Cote d'Ivoire,Their,Clothing,102.79,8,822.32,Cash,Cancelled,2026-03-17
Samantha Hubbard,lopeztanya@example.org,454-592-2640x7887,South America,Thailand,Cultural,Electronics,236.2,2,472.4,Cash,Completed,2026-01-30
Erica Schwartz,coleamy@example.net,3295915563,North America,French Southern Territories,Pay,Electronics,269.93,10,2699.3,Cash,Completed,2026-03-13
Jeffery Johnson,charles37@example.org,756-335-1758x40821,Africa,Kiribati,Yeah,Home,16.1,9,144.9,Bank Transfer,Completed,2026-03-07
Angie Burnett,jacqueline40@example.com,690.448.2208x68309,South America,Gabon,Staff,Sports,157.79,3,473.37,PayPal,Completed,2026-02-12
Jennifer Byrd,sandra55@example.net,610.286.5488,North America,Haiti,Child,Books,469.74,5,2348.7,PayPal,Cancelled,2026-02-04
Tammy White,sellersjohn@example.com,001-896-861-2227x16645,Europe,Iceland,Since,Home,281.11,1,281.11,Cash,Completed,2026-04-05
Anthony Moore,sherylfuller@example.org,(808)902-8183,South America,Korea,Price,Sports,414.83,7,2903.81,Cash,Completed,2026-03-12
Nathaniel Ball,pateltimothy@example.net,246-220-4290x80174,Africa,Heard Island and McDonald Islands,May,Books,69.04,9,621.36,Credit Card,Cancelled,2026-01-26
Sydney Garcia,jessica57@example.org,974.870.4921x55685,Asia,Cameroon,Sound,Electronics,203.67,4,814.68,PayPal,Pending,2026-01-23
Mark Williams,karen35@example.net,732.561.1431x69474,Asia,Pitcairn Islands,Red,Clothing,142.34,8,1138.72,PayPal,Pending,2026-04-02
Chelsea Davis,kbrown@example.com,5938503117,Asia,Pakistan,Appear,Books,287.2,6,1723.2,Bank Transfer,Cancelled,2026-02-14
Dennis Frazier,johnnysantiago@example.com,562.394.6830,Africa,Chad,Need,Sports,408.4,2,816.8,Credit Card,Pending,2026-03-20
John Hubbard,paulboyd@example.com,828-826-6227x525,Africa,Malaysia,Their,Clothing,107.98,5,539.9,Credit Card,Cancelled,2026-01-05
Juan Curry,james21@example.com,858-927-9937x57154,North America,Madagascar,Week,Clothing,286.6,3,859.8,Cash,Pending,2026-01-04
Caleb Garcia,susan07@example.com,(948)201-1732x680,South America,Romania,Morning,Books,386.25,9,3476.25,Credit Card,Pending,2026-04-04
Alison Hicks,xwallace@example.com,391-398-7329x83852,South America,Poland,Sing,Clothing,77.74,10,777.4,Credit Card,Pending,2026-04-05
Roger King,westjeffrey@example.com,001-650-719-9990x544,Asia,Czech Republic,Season,Clothing,322.38,2,644.76,PayPal,Cancelled,2026-03-31
Courtney Choi,david41@example.org,336-604-5257,Africa,Saint Barthelemy,Pressure,Sports,120.03,3,360.09,Bank Transfer,Cancelled,2026-01-05
James Owen,smack@example.org,627.744.2754x3657,North America,Brunei Darussalam,Possible,Books,498.64,1,498.64,Bank Transfer,Completed,2026-03-01
Yvonne Love,michael88@example.org,241-990-0977x995,North America,Ireland,Action,Electronics,255.32,4,1021.28,Credit Card,Cancelled,2026-02-03
Heather Levy,mitchell78@example.com,(354)847-8665,South America,Christmas Island,Necessary,Electronics,118.56,1,118.56,Cash,Completed,2026-02-22
Kimberly Mcdaniel,rodneycrawford@example.com,921.678.2303x1761,North America,Turks and Caicos Islands,Their,Sports,421.27,1,421.27,Bank Transfer,Completed,2026-03-20
Dawn Miller,michaelpage@example.com,674-853-7905,South America,Oman,Offer,Electronics,178.42,10,1784.2,Credit Card,Cancelled,2026-02-28
Brian Adams,allenrachael@example.com,782-837-5782x893,South America,Niue,Win,Clothing,373.12,8,2984.96,PayPal,Completed,2026-03-18
Scott Wood,shannonpham@example.net,(952)326-3202,Europe,Brazil,Own,Electronics,482.96,8,3863.68,PayPal,Cancelled,2026-03-13
Gary Owens,shannon68@example.org,001-399-631-9492x56430,Asia,Central African Republic,Picture,Sports,185.73,8,1485.84,Cash,Pending,2026-01-07
Scott Guerra,bridgetandrews@example.com,(337)881-1718,Asia,Micronesia,Item,Electronics,381.7,5,1908.5,Credit Card,Pending,2026-01-02
Chad Shaw,micheletran@example.org,377.686.8534x6939,Asia,Solomon Islands,Husband,Home,225.31,6,1351.86,Cash,Completed,2026-02-13
Grant Johnson,rebeccamartinez@example.net,305-522-9824x667,South America,Martinique,Challenge,Clothing,191.74,7,1342.18,Bank Transfer,Cancelled,2026-03-03
Michael Miller,kspears@example.org,001-756-832-3357x870,Asia,Solomon Islands,Contain,Books,207.01,2,414.02,Credit Card,Completed,2026-01-23
Joshua Kelly,andrea29@example.com,427.999.1734x0817,South America,Philippines,Information,Books,336.75,10,3367.5,Credit Card,Cancelled,2026-03-05
Kelly Figueroa,obarnes@example.net,909.943.1062x97088,Africa,Singapore,Before,Home,43.34,5,216.7,Credit Card,Completed,2026-01-02
Carol Powell,alison37@example.net,7826799786,Europe,Yemen,Name,Books,180.16,1,180.16,Credit Card,Completed,2026-01-28
Dr. Aaron Moreno,alexreynolds@example.net,+1-621-286-9654,Africa,Gabon,Impact,Home,314.83,5,1574.15,Cash,Completed,2026-03-11
Ronnie Horn,romeromaria@example.org,001-680-274-7663x393,South America,Marshall Islands,Market,Home,33.37,6,200.22,PayPal,Pending,2026-02-25
Christine Walker,christina44@example.org,4226082064,Africa,Czech Republic,Very,Electronics,460.66,3,1381.98,Cash,Cancelled,2026-03-22
Kevin Tanner,ygreen@example.net,+1-659-265-6297x85703,Asia,Saint Kitts and Nevis,Doctor,Electronics,457.23,5,2286.15,Bank Transfer,Pending,2026-02-14
Jacob Kelly,ucastillo@example.net,4914333720,South America,Finland,Since,Home,492.26,6,2953.56,PayPal,Cancelled,2026-03-09
Jeffrey Turner,ewilliams@example.org,627-492-4187,Africa,Seychelles,They,Home,277.06,1,277.06,Credit Card,Completed,2026-03-16
Thomas Schmitt,kevin57@example.com,+1-583-904-4751x40028,Africa,North Macedonia,Natural,Sports,57.22,8,457.76,Credit Card,Pending,2026-03-13
Steven Smith,leroycruz@example.com,001-205-436-0199x49203,North America,Suriname,Small,Electronics,393.03,6,2358.18,PayPal,Completed,2026-02-15
John Harris,awalters@example.com,(531)383-8427,North America,Jamaica,Democratic,Clothing,472.09,10,4720.9,Bank Transfer,Pending,2026-02-02
Katherine Quinn,cwashington@example.net,(579)571-6450x19556,North America,Mayotte,Few,Sports,90.29,4,361.16,PayPal,Completed,2026-02-22
Joseph Myers,utaylor@example.net,394-587-5336,North America,Suriname,Social,Clothing,33.14,7,231.98,Credit Card,Cancelled,2026-02-02
Heidi Watson,lisa39@example.net,001-201-718-3686,Europe,Nicaragua,Past,Clothing,288.97,7,2022.79,Credit Card,Completed,2026-01-20
Ann Hurley,bhunter@example.net,8635157623,North America,Togo,Stock,Clothing,147.33,7,1031.31,PayPal,Completed,2026-01-29
Tammy Carrillo,jacksonjohnny@example.net,+1-898-577-1599x31745,Europe,Liberia,Whose,Home,130.9,9,1178.1,Bank Transfer,Cancelled,2026-01-24
Gary Hodges,lgomez@example.com,8165406548,North America,Swaziland,Anyone,Sports,318.87,2,637.74,PayPal,Pending,2026-01-14
Matthew Payne,zachary33@example.com,576-898-0965x73145,North America,Thailand,Energy,Clothing,377.27,6,2263.62,Credit Card,Pending,2026-02-08
Joseph Adkins,yhowell@example.org,+1-475-752-5853x88074,North America,Dominica,Attack,Electronics,216.03,9,1944.27,Bank Transfer,Cancelled,2026-03-05
Mr. Shawn Moore,umoore@example.net,(615)463-9788x06449,Asia,Svalbard & Jan Mayen Islands,Per,Books,232.43,1,232.43,Bank Transfer,Cancelled,2026-01-06
Meagan Harris,allenduncan@example.org,406.696.1690,Asia,Saint Kitts and Nevis,Important,Books,346.63,6,2079.78,PayPal,Cancelled,2026-03-24
Amanda Doyle,maryblackwell@example.com,(546)879-4742x15288,Asia,Antigua and Barbuda,Whose,Books,482.46,8,3859.68,Bank Transfer,Completed,2026-02-05
Colleen Robinson,christina63@example.net,001-800-884-3351x0350,Africa,Syrian Arab Republic,Parent,Electronics,208.2,10,2082.0,Bank Transfer,Pending,2026-02-06
Tom Johnson,lewisshannon@example.net,539-215-6013x43316,North America,Saint Vincent and the Grenadines,Color,Sports,136.41,6,818.46,Credit Card,Completed,2026-02-19
Claudia Garrett,derek83@example.com,322-665-2373,Asia,Benin,Safe,Sports,425.68,9,3831.12,Credit Card,Pending,2026-01-01
Lauren Bowen,john62@example.net,543.899.7450x97063,Europe,Morocco,New,Sports,207.05,3,621.15,Cash,Cancelled,2026-02-06
Scott Anderson,tamara72@example.org,(491)629-1895x661,Europe,Austria,Summer,Electronics,355.52,7,2488.64,Credit Card,Cancelled,2026-02-26
John Watkins,morganjordan@example.com,327.959.9385,Europe,Kiribati,Many,Electronics,419.47,2,838.94,Cash,Cancelled,2026-01-31
Tracy Cole,morgancarl@example.com,(345)690-9790,North America,Japan,Operation,Sports,447.11,2,894.22,Bank Transfer,Pending,2026-03-29
Crystal Mathis,jeremy92@example.net,937.434.4664x1413,Africa,Tokelau,Within,Home,484.8,5,2424.0,Credit Card,Pending,2026-01-22
Michael Bishop,kellymartinez@example.net,862-279-6847,Africa,Gabon,Investment,Books,365.7,6,2194.2,Cash,Cancelled,2026-02-13
Ann Gardner,luceroraymond@example.net,523.886.6347x9232,Europe,Greenland,Describe,Electronics,163.35,7,1143.45,PayPal,Pending,2026-01-25
Donald Dixon,zjones@example.com,+1-289-443-0743x27092,Africa,Tunisia,Plant,Clothing,141.1,5,705.5,Bank Transfer,Cancelled,2026-04-05
Colleen Rogers,kingnicholas@example.org,001-939-723-0727x19612,North America,Equatorial Guinea,Scientist,Electronics,198.77,5,993.85,Bank Transfer,Cancelled,2026-01-25
Robert Daniel,ahogan@example.com,001-642-744-2079x202,Asia,Turkmenistan,On,Sports,220.14,7,1540.98,Cash,Cancelled,2026-01-06
Derek Hart,andrea30@example.org,2545673093,Africa,Syrian Arab Republic,Hospital,Books,140.82,7,985.74,Credit Card,Completed,2026-01-02
Robert Gibson,bianca81@example.com,001-542-972-8904x64027,Africa,Oman,Full,Clothing,306.89,9,2762.01,Cash,Completed,2026-02-05
Paul Johnson,cuevaswendy@example.org,001-494-487-6305x4780,Africa,Heard Island and McDonald Islands,Prevent,Home,198.61,4,794.44,Bank Transfer,Completed,2026-01-31
Robert Olson,lynnmartin@example.com,001-509-974-4198x12089,North America,French Southern Territories,Exactly,Sports,87.52,8,700.16,Credit Card,Cancelled,2026-01-10
Michael Buckley,hugheskatelyn@example.org,001-580-657-3358x2364,Asia,Western Sahara,Market,Clothing,387.13,7,2709.91,Bank Transfer,Pending,2026-03-01
Sandra Rodgers,cmoses@example.org,001-953-957-0396x5090,Europe,Niger,Foreign,Books,38.56,8,308.48,Credit Card,Completed,2026-02-26
Tamara Young,alejandra80@example.org,965.749.5231x624,North America,Wallis and Futuna,Rich,Electronics,306.4,9,2757.6,Cash,Cancelled,2026-03-15
Nicholas Hinton,jodilopez@example.org,216-981-8515,South America,Monaco,Difficult,Books,213.24,10,2132.4,Bank Transfer,Completed,2026-03-21
Julia Riggs,kyle08@example.net,295.483.8684,Europe,Malawi,Edge,Books,380.57,6,2283.42,Bank Transfer,Pending,2026-04-02
Donald Newman,nicolebuckley@example.net,(593)298-5158,South America,Netherlands,Lawyer,Books,350.14,6,2100.84,Bank Transfer,Cancelled,2026-02-07
Michael Banks,stephensjodi@example.org,574.297.7245x4715,North America,Algeria,Personal,Electronics,43.05,6,258.3,Credit Card,Completed,2026-03-03
Shawn Phillips,dunnkaitlyn@example.com,4599029853,North America,Central African Republic,Military,Books,169.32,3,507.96,Bank Transfer,Completed,2026-03-15
Tammy Hoover,shane06@example.net,220.444.2307x094,Africa,Morocco,True,Books,108.52,10,1085.2,PayPal,Completed,2026-03-03
Jane Nichols,alyssa97@example.com,743-349-1084x471,North America,Vanuatu,Others,Clothing,412.66,4,1650.64,Cash,Pending,2026-02-04
David Lewis,langshelly@example.net,(935)220-2229,Asia,Turkmenistan,Lead,Electronics,490.83,2,981.66,Bank Transfer,Cancelled,2026-02-04
Ashley Kelley,qstevenson@example.org,+1-629-864-1913x019,Africa,Greenland,Run,Electronics,163.52,7,1144.64,Credit Card,Cancelled,2026-01-15
Michelle Webb,hjackson@example.net,602-821-2508x521,Europe,Jamaica,Return,Books,91.46,7,640.22,Cash,Pending,2026-03-30
Robert Moreno,mcgratheric@example.org,258.431.5644,Asia,Costa Rica,Reduce,Clothing,309.38,9,2784.42,PayPal,Completed,2026-03-19
David Bradford,danielglenn@example.net,367.729.7444,Africa,Cuba,Deep,Sports,203.44,1,203.44,Bank Transfer,Completed,2026-02-18
Denise Stevens,osanders@example.org,812-250-0264,South America,Chad,Anything,Electronics,210.5,3,631.5,Cash,Cancelled,2026-03-25
Dave Galvan,zacharyyates@example.org,(233)597-8152x71127,Europe,Brunei Darussalam,Themselves,Books,42.33,1,42.33,Cash,Pending,2026-03-21
Amber Bryant,kellerjennifer@example.org,+1-564-939-5556x02812,North America,Bulgaria,Put,Electronics,10.7,3,32.1,Bank Transfer,Cancelled,2026-03-24
Lance Martin,cevans@example.com,789-423-8226,Africa,Germany,Machine,Electronics,350.52,4,1402.08,PayPal,Cancelled,2026-03-24
Andrew Wade MD,nosborne@example.net,888.372.1816x768,North America,Burkina Faso,Someone,Home,192.7,9,1734.3,Cash,Pending,2026-03-28
Kathryn Lawson,hstewart@example.com,6989778100,South America,Kiribati,Without,Electronics,86.31,5,431.55,Cash,Completed,2026-03-03
Ryan Santos,mariazamora@example.com,+1-247-521-9643x6817,Asia,Uruguay,Value,Books,156.42,3,469.26,Cash,Pending,2026-02-16
